"emp_no","first_name","last_name","to_date","title"
15941,"Dekang","Nourani","9999-01-01","Senior Engineer"
15949,"Urs","Itzfeldt","9999-01-01","Engineer"
15963,"LiMin","Lunt","9999-01-01","Senior Staff"
15967,"Ohad","Klyachko","9999-01-01","Senior Staff"
15986,"Valdiodio","Neimat","9999-01-01","Staff"
15997,"IEEE","Kruskal","9999-01-01","Engineer"
16013,"Chanjung","Solares","9999-01-01","Senior Staff"
16053,"Jeong","Gniady","9999-01-01","Technique Leader"
16056,"Guiseppe","Luke","9999-01-01","Engineer"
16106,"Jacqueline","Sullins","9999-01-01","Engineer"
16112,"Kwangho","Molenkamp","9999-01-01","Senior Staff"
16114,"Randy","Albarhamtoshy","9999-01-01","Senior Engineer"
16116,"Monique","Shokrollahi","9999-01-01","Engineer"
16127,"Arvind","Marshall","9999-01-01","Engineer"
16142,"Berry","Porenta","9999-01-01","Senior Staff"
16145,"Ziva","Zallocco","9999-01-01","Senior Staff"
16147,"Laurentiu","Brandsma","9999-01-01","Senior Staff"
16156,"Fei","Kaminger","9999-01-01","Staff"
16175,"Amabile","Baik","9999-01-01","Staff"
16179,"Kiyotoshi","Miyakawa","9999-01-01","Senior Engineer"
16197,"Sadun","Eldridge","9999-01-01","Engineer"
16199,"Xudong","Ritcey","9999-01-01","Senior Staff"
16218,"Lidong","Hambrick","9999-01-01","Engineer"
16232,"Susumu","Cullers","9999-01-01","Assistant Engineer"
16257,"Zhenhua","Masaki","9999-01-01","Senior Staff"
16259,"Lidong","Wolniewicz","9999-01-01","Staff"
16262,"Tsuneo","Hatcliff","9999-01-01","Senior Staff"
16289,"Muzhong","Rahimi","9999-01-01","Staff"
16301,"Yurii","Molenkamp","9999-01-01","Senior Engineer"
16325,"Billie","Picel","9999-01-01","Technique Leader"
16333,"Kazunori","Flanders","9999-01-01","Staff"
16347,"Vasilii","Yurov","9999-01-01","Engineer"
16367,"Shuji","Siksek","9999-01-01","Staff"
16384,"Dmitry","Heuser","9999-01-01","Senior Engineer"
16393,"Sandeepan","Rosca","9999-01-01","Senior Staff"
16405,"Demos","Worfolk","9999-01-01","Engineer"
16416,"Ramzi","Kaltofen","9999-01-01","Senior Engineer"
16426,"Mabry","Dulli","9999-01-01","Senior Engineer"
16429,"Mitsuyuki","Gulak","9999-01-01","Engineer"
16449,"Tzu","Chiola","9999-01-01","Engineer"
16482,"Dinkar","Pettit","9999-01-01","Senior Staff"
16515,"Moss","Trelles","9999-01-01","Senior Staff"
16535,"Bluma","Bhattacharjee","9999-01-01","Engineer"
16548,"Ortrun","Baak","9999-01-01","Senior Engineer"
16564,"Xiaopeng","Rusterholz","9999-01-01","Staff"
16577,"Lidong","McFarlan","9999-01-01","Senior Engineer"
16592,"Sugwoo","Brookner","9999-01-01","Engineer"
16602,"Zorica","Hinsberger","9999-01-01","Staff"
16613,"Dines","Oxenboll","9999-01-01","Staff"
16623,"Stepehn","Boudaillier","9999-01-01","Staff"
16628,"Sumali","Nollmann","9999-01-01","Engineer"
16629,"Masaki","Papastamatiou","9999-01-01","Technique Leader"
16645,"Jordanka","Babb","9999-01-01","Staff"
16675,"Gritta","Samarati","9999-01-01","Senior Engineer"
16678,"Gill","Lenart","9999-01-01","Senior Engineer"
16692,"Maria","Perelgut","9999-01-01","Engineer"
16695,"Chaosheng","Thiran","9999-01-01","Staff"
16698,"Udaiprakash","Decleir","9999-01-01","Engineer"
16747,"Taisook","Cyre","9999-01-01","Engineer"
16752,"Xiaoqiu","Lorho","9999-01-01","Senior Engineer"
16760,"Giap","Godskesen","9999-01-01","Senior Staff"
16762,"Ronnie","Bresenham","9999-01-01","Staff"
16765,"Reinhard","Begiun","9999-01-01","Engineer"
16770,"Guiseppe","Gonthier","9999-01-01","Engineer"
16788,"Hugh","Huttel","9999-01-01","Staff"
16816,"Mabo","Basawa","9999-01-01","Assistant Engineer"
16841,"Susanta","Garnham","9999-01-01","Engineer"
16844,"Geoffry","Kitai","9999-01-01","Senior Staff"
16848,"Sajjan","Schahn","9999-01-01","Staff"
16854,"Vasilis","Lindqvist","9999-01-01","Senior Staff"
16855,"Sashi","Berztiss","9999-01-01","Staff"
16872,"Hyuncheol","Kilgore","9999-01-01","Engineer"
16879,"Pranjal","Schnabel","9999-01-01","Staff"
16882,"Tetsurou","Danecki","9999-01-01","Staff"
16899,"JiYoung","Camarinopoulos","9999-01-01","Staff"
16904,"Jiann","Pietrzykowski","9999-01-01","Engineer"
16928,"Dayanand","Conte","9999-01-01","Staff"
16931,"Shiv","Stroustrup","9999-01-01","Senior Staff"
16938,"Shmuel","Shigei","9999-01-01","Engineer"
16940,"Oddvar","Speer","9999-01-01","Senior Engineer"
16948,"Huai","Kamble","9999-01-01","Engineer"
16960,"Paddy","Ratnaker","9999-01-01","Senior Staff"
16981,"Gino","Fontan","9999-01-01","Engineer"
17011,"Nagui","Granlund","9999-01-01","Staff"
17032,"Jiakeng","Wallrath","9999-01-01","Engineer"
17034,"Heng","Rehfuss","9999-01-01","Engineer"
17036,"Stamatina","Morton","9999-01-01","Engineer"
17053,"Rosli","Vakili","9999-01-01","Engineer"
17073,"Gurbir","Dichev","9999-01-01","Technique Leader"
17074,"Pramod","Pleszkun","9999-01-01","Staff"
17077,"Hironoby","Quittner","9999-01-01","Staff"
17100,"Gila","Luef","9999-01-01","Engineer"
17110,"Jacopo","Oberman","9999-01-01","Engineer"
17113,"Ymte","Fujisawa","9999-01-01","Senior Engineer"
17116,"Denis","Mullainathan","9999-01-01","Senior Engineer"
17141,"Ingmar","Kadhim","9999-01-01","Senior Engineer"
17149,"Leen","Griswold","9999-01-01","Senior Staff"
17168,"Danae","Baba","9999-01-01","Engineer"
17187,"Ortrud","Middleton","9999-01-01","Senior Engineer"
17189,"Vincent","Swiler","9999-01-01","Staff"
17201,"Tzu","Flowers","9999-01-01","Senior Staff"
17211,"Conrado","Conde","9999-01-01","Engineer"
17231,"Wilmer","Yurek","9999-01-01","Senior Engineer"
17239,"Nectarios","Panangaden","9999-01-01","Senior Staff"
17255,"Guozhong","Krybus","9999-01-01","Staff"
17276,"Sorina","Range","9999-01-01","Staff"
17278,"Kokou","Kalsbeek","9999-01-01","Staff"
17284,"Gita","Willoner","9999-01-01","Senior Staff"
17287,"Ute","Lindqvist","9999-01-01","Engineer"
17301,"Kagan","Encarnacion","9999-01-01","Senior Engineer"
17305,"Danai","Czaja","9999-01-01","Staff"
17310,"Florian","Stemann","9999-01-01","Senior Engineer"
17316,"Krassimir","Zolotykh","9999-01-01","Engineer"
17319,"Remmert","Chenoweth","9999-01-01","Staff"
17320,"Renee","Beausoleil","9999-01-01","Engineer"
17360,"Gunilla","Bridgland","9999-01-01","Engineer"
17375,"Jamaludin","Flasterstein","9999-01-01","Staff"
17379,"Hongzhu","Ruemmler","9999-01-01","Engineer"
17381,"Maia","Shimshoni","9999-01-01","Engineer"
17385,"Moto","Merkl","9999-01-01","Assistant Engineer"
17402,"Tuval","Botman","9999-01-01","Engineer"
17407,"Surveyors","Worfolk","9999-01-01","Senior Staff"
17413,"Dhritiman","Brookman","9999-01-01","Senior Engineer"
17417,"Aleksander","Krohn","9999-01-01","Engineer"
17419,"Lucien","Piancastelli","9999-01-01","Engineer"
17431,"Roselyn","Eickenmeyer","9999-01-01","Engineer"
17438,"Lunjin","Madeira","9999-01-01","Engineer"
17450,"Jinpo","Fairtlough","9999-01-01","Staff"
17451,"Lobel","Kroon","9999-01-01","Staff"
17480,"Bingning","Chelton","9999-01-01","Engineer"
17485,"Kazuhiro","Wynblatt","9999-01-01","Staff"
17501,"Srinidhi","Winter","9999-01-01","Engineer"
17513,"Spyrose","Barreiro","9999-01-01","Staff"
17514,"Gudjon","Schonegge","9999-01-01","Senior Engineer"
17523,"Piyawadee","Engberts","9999-01-01","Staff"
17534,"Indrajit","Crelier","9999-01-01","Senior Staff"
17536,"Padma","Pollacia","9999-01-01","Senior Staff"
17551,"Mark","Foote","9999-01-01","Engineer"
17577,"Barry","Bala","9999-01-01","Staff"
17579,"Woody","Koblick","9999-01-01","Assistant Engineer"
17596,"Vatsa","Garnick","9999-01-01","Engineer"
17608,"Ennio","Bahl","9999-01-01","Senior Staff"
17620,"Heather","Simkin","9999-01-01","Engineer"
17622,"Eberhardt","Muhlberg","9999-01-01","Technique Leader"
17623,"Karlis","Loncour","9999-01-01","Engineer"
17624,"Isamu","Emiris","9999-01-01","Senior Staff"
17630,"Reinhard","Biros","9999-01-01","Engineer"
17687,"Lucian","Undy","9999-01-01","Staff"
17693,"Nikolaos","Gerteisen","9999-01-01","Senior Engineer"
17713,"Richara","Guardalben","9999-01-01","Engineer"
17721,"Chiranjit","Hertweck","9999-01-01","Senior Staff"
17726,"Shaibal","Fritzsche","9999-01-01","Senior Engineer"
17730,"Hugo","Puoti","9999-01-01","Senior Staff"
17740,"Valeska","Klyachko","9999-01-01","Technique Leader"
17768,"Anwar","Hoppenstand","9999-01-01","Engineer"
17784,"Ung","Kavvadias","9999-01-01","Engineer"
17785,"Rasikan","Deville","9999-01-01","Senior Staff"
17792,"Goncalo","Ermel","9999-01-01","Engineer"
17809,"Genevieve","Suermann","9999-01-01","Senior Engineer"
17824,"Navin","Baaz","9999-01-01","Senior Engineer"
17830,"Tze","Kruskal","9999-01-01","Senior Staff"
17837,"Huiqun","Bultermann","9999-01-01","Senior Staff"
17842,"Suebskul","Peac","9999-01-01","Engineer"
17847,"Pasqua","Riefers","9999-01-01","Engineer"
17850,"Mabhin","Anily","9999-01-01","Engineer"
17856,"Saeko","Anido","9999-01-01","Engineer"
17858,"Shen","Peyn","9999-01-01","Senior Engineer"
17883,"Huan","Thebaut","9999-01-01","Senior Engineer"
17884,"Jixiang","Pashtan","9999-01-01","Engineer"
17885,"Takanari","Aamodt","9999-01-01","Engineer"
17888,"Nathalie","Jervis","9999-01-01","Senior Engineer"
17898,"Lijia","Cooley","9999-01-01","Senior Engineer"
17911,"Charmane","Terwilliger","9999-01-01","Staff"
17919,"Kiyotoshi","Pluym","9999-01-01","Senior Engineer"
17921,"Minghong","Trachtenberg","9999-01-01","Senior Staff"
17938,"Sachio","Zucker","9999-01-01","Staff"
17941,"Yakichi","Krohm","9999-01-01","Engineer"
17949,"Subbu","Pluym","9999-01-01","Engineer"
17955,"Adil","Nyrup","9999-01-01","Engineer"
17963,"Danil","Gecsel","9999-01-01","Senior Staff"
17965,"Abdelwaheb","Thummel","9999-01-01","Senior Staff"
17967,"Gunilla","Vendrig","9999-01-01","Senior Staff"
17981,"Cordelia","Rande","9999-01-01","Staff"
18012,"Reuven","Iacovou","9999-01-01","Staff"
18019,"Mads","Setiz","9999-01-01","Staff"
18034,"Patricio","Hettesheimer","9999-01-01","Staff"
18049,"Otmar","Veeraraghavan","9999-01-01","Engineer"
18067,"Masasuke","Dayana","9999-01-01","Staff"
18087,"Sasan","Viele","9999-01-01","Engineer"
18088,"Filipp","Bednarek","9999-01-01","Senior Engineer"
18091,"Adly","Ferretti","9999-01-01","Senior Staff"
18101,"Mariangiola","Ozeri","9999-01-01","Staff"
18102,"Teunis","McAffer","9999-01-01","Senior Engineer"
18107,"Augustine","Mondadori","9999-01-01","Senior Engineer"
18150,"Girolamo","Kulisch","9999-01-01","Senior Engineer"
18153,"Stafford","Demke","9999-01-01","Senior Engineer"
18157,"Fen","Frolund","9999-01-01","Engineer"
18169,"Nathalie","Radwan","9999-01-01","Senior Staff"
18171,"Greger","Litzler","9999-01-01","Engineer"
18186,"Aria","Schaap","9999-01-01","Senior Staff"
18204,"Zissis","Georgatos","9999-01-01","Assistant Engineer"
18205,"Stabislas","Barreiro","9999-01-01","Senior Staff"
18215,"Hironoby","Gips","9999-01-01","Engineer"
18246,"Fumino","Asser","9999-01-01","Staff"
18270,"Guther","Siepmann","9999-01-01","Staff"
18276,"Huei","Emmart","9999-01-01","Senior Engineer"
18289,"Nikolaus","Shigei","9999-01-01","Engineer"
18293,"Atilio","Panwar","9999-01-01","Engineer"
18341,"Masaru","Luke","9999-01-01","Senior Engineer"
18348,"Claudi","Sudbeck","9999-01-01","Senior Engineer"
18355,"Zeydy","Garrabrants","9999-01-01","Staff"
18363,"Mamdouh","Peres","9999-01-01","Staff"
18366,"Piyush","Kalorkoti","9999-01-01","Engineer"
18399,"Boguslaw","Lodder","9999-01-01","Engineer"
18422,"King","Jayawardene","9999-01-01","Engineer"
18429,"Girolamo","Armand","9999-01-01","Senior Engineer"
18440,"Kagan","Schrooten","9999-01-01","Staff"
18463,"Inderjeet","Chenney","9999-01-01","Senior Staff"
18472,"Alejandro","Lorie","9999-01-01","Engineer"
18473,"Mabhin","Anily","9999-01-01","Senior Staff"
18479,"Mechthild","Gulla","9999-01-01","Staff"
18510,"Laurentiu","Birke","9999-01-01","Staff"
18518,"Keung","Gischer","9999-01-01","Engineer"
18549,"Sushant","Thibadeau","9999-01-01","Senior Engineer"
18552,"Hailing","Mapelli","9999-01-01","Engineer"
18563,"Jinya","Peot","9999-01-01","Assistant Engineer"
18606,"Szabolcs","Piveteau","9999-01-01","Technique Leader"
18611,"Steve","Hoppenstand","9999-01-01","Staff"
18621,"Spyrose","Koblick","9999-01-01","Senior Engineer"
18634,"Malu","Lampe","9999-01-01","Senior Staff"
18640,"Mrinalini","Roohalamini","9999-01-01","Engineer"
18660,"Takahito","Blokdijk","9999-01-01","Engineer"
18669,"Hauke","Andreotta","9999-01-01","Engineer"
18676,"Kshitij","Kruskal","9999-01-01","Staff"
18678,"Lobel","Maraist","9999-01-01","Senior Staff"
18695,"Kankanahalli","Mersereau","9999-01-01","Staff"
18705,"Manibrata","Msuda","9999-01-01","Senior Engineer"
18713,"Evgueni","Kuzuoka","9999-01-01","Senior Engineer"
18714,"Uinam","Azumi","9999-01-01","Senior Staff"
18720,"Itzchak","Cooke","9999-01-01","Staff"
18722,"Cullen","Bennet","9999-01-01","Staff"
18726,"Hisao","Jahnichen","9999-01-01","Engineer"
18729,"Shaowen","Camurati","9999-01-01","Senior Staff"
18744,"Feipei","Bugrara","9999-01-01","Senior Staff"
18754,"Sumant","Schade","9999-01-01","Technique Leader"
18773,"Garnik","Hagimont","9999-01-01","Senior Engineer"
18812,"Uriel","Lueh","9999-01-01","Senior Staff"
18816,"Itzchak","Eickenmeyer","9999-01-01","Senior Staff"
18841,"Kwok","Baezner","9999-01-01","Staff"
18853,"Gonzalo","Ratnaker","9999-01-01","Staff"
18870,"Yoshimitsu","Lanphier","9999-01-01","Staff"
18875,"Harjit","Hebert","9999-01-01","Senior Engineer"
18885,"Valter","Noriega","9999-01-01","Staff"
18898,"Zhilian","Gide","9999-01-01","Staff"
18905,"Seongbae","Baca","9999-01-01","Senior Engineer"
18910,"Pantung","Peral","9999-01-01","Engineer"
18913,"Tze","Kirkerud","9999-01-01","Staff"
18926,"Marlo","Qiwen","9999-01-01","Senior Staff"
18928,"Jouko","Rouquie","9999-01-01","Engineer"
18929,"Gift","Peron","9999-01-01","Staff"
18944,"Sastry","Sgarro","9999-01-01","Senior Engineer"
18949,"Bodo","Thummel","9999-01-01","Engineer"
18962,"Temple","Hebert","9999-01-01","Engineer"
18964,"Shirish","Tiemann","9999-01-01","Senior Staff"
18967,"Kagan","Rosar","9999-01-01","Engineer"
18971,"Kiyokazu","Peris","9999-01-01","Staff"
18998,"Hongzue","Ghazalie","9999-01-01","Senior Staff"
19039,"Owen","Frijda","9999-01-01","Engineer"
19043,"Kazuyasu","Gulla","9999-01-01","Engineer"
19046,"Xiaopeng","Staylopatis","9999-01-01","Technique Leader"
19064,"Hironobu","Gecsei","9999-01-01","Senior Staff"
19078,"Genki","Kobuchi","9999-01-01","Senior Engineer"
19090,"Zijian","Peot","9999-01-01","Engineer"
19100,"Mantis","Erev","9999-01-01","Staff"
19106,"Hidde","Erbe","9999-01-01","Senior Staff"
19115,"Claude","Seghrouchni","9999-01-01","Engineer"
19116,"Xuedong","Cherinka","9999-01-01","Engineer"
19118,"Kamakshi","Waschkowski","9999-01-01","Engineer"
19136,"Kish","Munawer","9999-01-01","Senior Staff"
19152,"Xudong","McAffer","9999-01-01","Staff"
19163,"Adly","Garnham","9999-01-01","Engineer"
19168,"Lijia","Dulin","9999-01-01","Staff"
19180,"Ravishankar","Benveniste","9999-01-01","Senior Staff"
19214,"Patricia","Gulla","9999-01-01","Staff"
19233,"Zhanqiu","Nanard","9999-01-01","Staff"
19234,"Kazuhira","Cooke","9999-01-01","Senior Engineer"
19261,"Shrikanth","Zambonelli","9999-01-01","Senior Staff"
19289,"Guther","Waymire","9999-01-01","Senior Engineer"
19291,"Filipp","Alpin","9999-01-01","Engineer"
19309,"Stein","Schaaf","9999-01-01","Technique Leader"
19349,"Yongdong","Roison","9999-01-01","Staff"
19359,"Fumiya","Jervis","9999-01-01","Engineer"
19371,"Sariel","Gonthier","9999-01-01","Technique Leader"
19407,"Jamaludin","Murtafg","9999-01-01","Staff"
19408,"Piyush","Comellas","9999-01-01","Engineer"
19434,"Seongbae","Khalil","9999-01-01","Staff"
19455,"Geoffry","Kusalik","9999-01-01","Engineer"
19472,"Souichi","Stroustrup","9999-01-01","Senior Staff"
19475,"Limsoon","Muchinsky","9999-01-01","Senior Staff"
19477,"Persi","Tramer","9999-01-01","Staff"
19486,"Alois","Baez","9999-01-01","Engineer"
19514,"Nirmal","Brender","9999-01-01","Senior Engineer"
19521,"Uzi","Cunliffe","9999-01-01","Senior Engineer"
19524,"Emran","Rosis","9999-01-01","Senior Staff"
19530,"Barry","Dratva","9999-01-01","Senior Staff"
19534,"Satosi","Moehrke","9999-01-01","Staff"
19547,"Xiaoshan","Limongiello","9999-01-01","Senior Engineer"
19553,"Prodip","Nitto","9999-01-01","Senior Staff"
19556,"Macha","Stanfel","9999-01-01","Engineer"
19571,"Venkatesan","Poehlman","9999-01-01","Engineer"
19573,"Venkatesan","Lambe","9999-01-01","Senior Staff"
19582,"Mokhtar","Macedo","9999-01-01","Technique Leader"
19585,"Goncalo","Ernst","9999-01-01","Staff"
19593,"Mohd","Feldhoffer","9999-01-01","Staff"
19651,"Eberhardt","Dratva","9999-01-01","Engineer"
19687,"Abdelwaheb","Picci","9999-01-01","Staff"
19688,"Kinh","Rando","9999-01-01","Engineer"
19690,"Arch","Holburn","9999-01-01","Engineer"
19701,"Satosi","Raczkowsky","9999-01-01","Engineer"
19714,"Qiwen","Dulli","9999-01-01","Engineer"
19727,"Serge","Milicia","9999-01-01","Senior Engineer"
19765,"Leaf","Huttel","9999-01-01","Staff"
19767,"Shen","Levergood","9999-01-01","Senior Engineer"
19797,"Kristen","Merro","9999-01-01","Senior Staff"
19810,"Tesuro","Pellegrinelli","9999-01-01","Staff"
19824,"Kinh","Zykh","9999-01-01","Senior Staff"
19844,"Gennady","Pillow","9999-01-01","Staff"
19853,"Edwin","Randi","9999-01-01","Engineer"
19863,"Nectarios","Pocchiola","9999-01-01","Staff"
19865,"Danae","Erez","9999-01-01","Engineer"
19871,"Ayonca","Marrakchi","9999-01-01","Engineer"
19889,"Hongzue","Reinhard","9999-01-01","Senior Staff"
19906,"Francoise","Angiulli","9999-01-01","Senior Engineer"
19910,"Ramzi","Syrzycki","9999-01-01","Senior Engineer"
19911,"Siamak","Fabrizio","9999-01-01","Senior Staff"
19927,"Siamak","Terlouw","9999-01-01","Staff"
19932,"Khaled","Begiun","9999-01-01","Engineer"
19934,"Noritoshi","Pagter","9999-01-01","Senior Staff"
19949,"Almudena","Gils","9999-01-01","Senior Engineer"
19973,"Sorina","Rothe","9999-01-01","Senior Engineer"
19974,"Maik","Pouyioutas","9999-01-01","Staff"
20010,"Saniya","Veccia","9999-01-01","Staff"
20020,"Akeel","Covnot","9999-01-01","Assistant Engineer"
20056,"Weiyi","Motley","9999-01-01","Engineer"
20079,"Sanjit","Dulli","9999-01-01","Engineer"
20096,"Oscar","Gladwell","9999-01-01","Senior Engineer"
20118,"Mohammed","Schneeberger","9999-01-01","Staff"
20126,"Tayeb","Langford","9999-01-01","Staff"
20131,"Gen","Rijckaert","9999-01-01","Staff"
20133,"Shahaf","Denos","9999-01-01","Engineer"
20144,"Zhensheng","Radivojevic","9999-01-01","Senior Engineer"
20147,"Zine","Moffat","9999-01-01","Engineer"
20165,"Piyawadee","Pietracaprina","9999-01-01","Assistant Engineer"
20178,"Subir","Szilard","9999-01-01","Staff"
20179,"Rosine","Bresenham","9999-01-01","Engineer"
20199,"Heeju","Uchoa","9999-01-01","Senior Engineer"
20201,"Navin","Miyakawa","9999-01-01","Engineer"
20236,"Satoru","Stassinopoulos","9999-01-01","Engineer"
20246,"Vidar","Benaini","9999-01-01","Staff"
20250,"Subbu","Mamelak","9999-01-01","Engineer"
20254,"Dinah","Krupka","9999-01-01","Staff"
20264,"Zvonko","Isard","9999-01-01","Senior Staff"
20270,"Hironoby","Itzigehl","9999-01-01","Staff"
20289,"Hisao","Huxford","9999-01-01","Staff"
20290,"Ashish","Jayawardene","9999-01-01","Staff"
20295,"Zhongwei","Kuzuoka","9999-01-01","Engineer"
20299,"Chaitali","Fortenbacher","9999-01-01","Senior Staff"
20319,"Zine","Badr","9999-01-01","Engineer"
20363,"Jiong","Lung","9999-01-01","Staff"
20364,"Kazunori","Imataki","9999-01-01","Technique Leader"
20370,"Ohad","Garrabrants","9999-01-01","Assistant Engineer"
20371,"Phuoc","Spinelli","9999-01-01","Engineer"
20394,"Shichao","Adachi","9999-01-01","Senior Staff"
20395,"Uzi","Pardalos","9999-01-01","Engineer"
20401,"Gennadi","Schoegge","9999-01-01","Staff"
20406,"Keiichiro","Heydon","9999-01-01","Senior Staff"
20409,"Luise","Vesel","9999-01-01","Engineer"
