"emp_no","first_name","last_name","title","from_date","to_date"
14213,"Kinh","Radwan","Senior Engineer","2001-06-17","9999-01-01"
14214,"True","Swen","Assistant Engineer","1998-12-19","9999-01-01"
14216,"Vitali","Worfolk","Engineer","1998-03-11","9999-01-01"
14231,"Serenella","Madeira","Engineer","1999-03-12","9999-01-01"
14245,"Boalin","Byoun","Engineer","1996-04-08","2002-04-08"
14245,"Boalin","Byoun","Senior Engineer","2002-04-08","9999-01-01"
14259,"Aleksandar","Kisuki","Engineer","1996-05-30","2001-05-30"
14259,"Aleksandar","Kisuki","Senior Engineer","2001-05-30","9999-01-01"
14266,"Bedir","Perry","Technique Leader","1997-10-27","9999-01-01"
14273,"Atreye","Benveniste","Staff","1995-06-22","9999-01-01"
14283,"Rimli","Kowalchuk","Staff","1996-11-26","9999-01-01"
14286,"Chenxi","Rodite","Engineer","1999-04-02","9999-01-01"
14304,"Zejun","Hiltgen","Staff","1995-04-28","9999-01-01"
14308,"Geoffrey","Zizka","Assistant Engineer","1998-02-03","9999-01-01"
14319,"Yoshimitsu","Lammel","Assistant Engineer","1995-05-15","9999-01-01"
14326,"Iara","Speckmann","Senior Engineer","1999-08-11","9999-01-01"
14335,"Mark","Fraisse","Technique Leader","1999-11-06","9999-01-01"
14336,"Rafail","Passafiume","Staff","1999-07-18","9999-01-01"
14347,"Halsur","McFarlin","Engineer","1995-07-12","9999-01-01"
14352,"Sudhanshu","Braccini","Senior Engineer","1996-10-06","9999-01-01"
14357,"Maria","Siegrist","Staff","1996-02-18","9999-01-01"
14368,"Akemi","Conde","Senior Engineer","1997-05-04","9999-01-01"
14370,"Heon","Perl","Senior Staff","2002-03-01","9999-01-01"
14370,"Heon","Perl","Staff","1995-03-01","2002-03-01"
14386,"Willard","Foong","Engineer","1998-06-02","9999-01-01"
14401,"Shigeichiro","Antonakopoulos","Technique Leader","1995-07-16","9999-01-01"
14418,"Chriss","Kadhim","Engineer","1995-12-09","9999-01-01"
14421,"Ekawit","Bharadwaj","Senior Staff","1995-12-24","9999-01-01"
14430,"Rayond","Reinhart","Senior Staff","1996-06-08","9999-01-01"
14431,"Minghong","Erman","Engineer","1996-03-27","2002-03-27"
14431,"Minghong","Erman","Senior Engineer","2002-03-27","9999-01-01"
14433,"Serap","Thibadeau","Engineer","1999-02-22","9999-01-01"
14440,"Arnould","Hempstead","Engineer","1997-09-03","9999-01-01"
14445,"Navin","Jiafu","Staff","1996-10-21","9999-01-01"
14451,"Hirochika","Tagansky","Engineer","1995-07-19","2000-07-18"
14451,"Hirochika","Tagansky","Senior Engineer","2000-07-18","9999-01-01"
14452,"Akeel","Wallrath","Senior Staff","1999-04-18","9999-01-01"
14470,"Moheb","Merey","Engineer","1997-11-26","9999-01-01"
14471,"Miomir","Capobianchi","Technique Leader","1995-01-21","9999-01-01"
14484,"Gift","Backhouse","Engineer","1996-06-10","9999-01-01"
14485,"Shai","Comte","Engineer","1996-01-13","9999-01-01"
14497,"Armond","Molenkamp","Staff","1997-11-08","9999-01-01"
14511,"Otilia","Luks","Engineer","1995-06-21","2001-06-20"
14511,"Otilia","Luks","Senior Engineer","2001-06-20","9999-01-01"
14517,"Kwangho","Hatcliff","Senior Engineer","1997-04-07","9999-01-01"
14526,"Arne","Grabner","Staff","1997-06-20","9999-01-01"
14529,"Murthy","Covnot","Senior Staff","2001-04-30","9999-01-01"
14529,"Murthy","Covnot","Staff","1995-05-01","2001-04-30"
14535,"Hugh","Maksimenko","Staff","1995-10-19","9999-01-01"
14541,"Suebskul","Terwilliger","Senior Staff","1996-04-25","9999-01-01"
14564,"Tadahiro","Christ","Staff","1998-12-04","9999-01-01"
14574,"Yolla","Kaiserswerth","Engineer","1995-11-04","2000-11-03"
14574,"Yolla","Kaiserswerth","Senior Engineer","2000-11-03","9999-01-01"
14584,"Oldrich","Undy","Engineer","1999-01-18","9999-01-01"
14597,"Aloke","Ritcey","Senior Staff","1999-05-20","9999-01-01"
14616,"Kokou","Rouquie","Engineer","1997-12-17","9999-01-01"
14619,"Debaprosad","Lukaszewicz","Engineer","1997-05-10","9999-01-01"
14625,"Kitty","Szemeredi","Engineer","1997-03-06","9999-01-01"
14646,"Jiafu","dAstous","Engineer","1997-04-11","2002-04-11"
14646,"Jiafu","dAstous","Senior Engineer","2002-04-11","9999-01-01"
14657,"Saddek","Casperson","Staff","1998-09-28","9999-01-01"
14658,"Mohd","Morton","Staff","1999-09-18","9999-01-01"
14660,"Geoffrey","Bugaenko","Senior Staff","2000-07-20","9999-01-01"
14660,"Geoffrey","Bugaenko","Staff","1995-07-21","2000-07-20"
14663,"Xiaoqiang","Schueller","Technique Leader","1997-01-08","9999-01-01"
14665,"Honesty","Brlek","Senior Staff","1995-05-12","9999-01-01"
14670,"Rance","Karnin","Assistant Engineer","1995-08-24","9999-01-01"
14681,"Jaihie","Suermann","Engineer","1999-12-22","9999-01-01"
14696,"Shuky","Binkley","Assistant Engineer","1997-05-01","9999-01-01"
14714,"Anwar","Ghemri","Staff","1997-11-15","9999-01-01"
14715,"Chuanyi","Knightly","Staff","1998-05-22","9999-01-01"
14727,"Maik","Rathonyi","Senior Staff","2002-04-07","9999-01-01"
14727,"Maik","Rathonyi","Staff","1996-04-07","2002-04-07"
14736,"Martial","Bala","Senior Staff","2001-12-15","9999-01-01"
14736,"Martial","Bala","Staff","1996-12-15","2001-12-15"
14737,"Houman","Impagliazzo","Staff","1999-10-15","9999-01-01"
14746,"Uri","Baalen","Engineer","1995-07-28","2002-07-28"
14746,"Uri","Baalen","Senior Engineer","2002-07-28","9999-01-01"
14749,"Rutger","Swiss","Assistant Engineer","1999-12-13","9999-01-01"
14755,"Alejandra","Stanger","Staff","1997-07-07","9999-01-01"
14758,"Adin","Bolsens","Staff","1998-04-06","9999-01-01"
14777,"Danco","Slobodova","Engineer","1998-11-07","9999-01-01"
14801,"Peternela","Middleton","Engineer","1995-04-06","2001-04-05"
14801,"Peternela","Middleton","Senior Engineer","2001-04-05","9999-01-01"
14809,"Leaf","Wrigley","Engineer","1996-10-24","9999-01-01"
14811,"Sigeru","Hutton","Engineer","1996-01-10","2001-01-09"
14811,"Sigeru","Hutton","Senior Engineer","2001-01-09","9999-01-01"
14832,"Torsten","Siprelle","Staff","1998-06-23","9999-01-01"
14848,"Greger","Tagansky","Engineer","1997-05-27","9999-01-01"
14873,"Stepehn","Erev","Senior Engineer","1995-12-08","9999-01-01"
14887,"Gor","Borovoy","Senior Staff","1995-02-10","9999-01-01"
14925,"Stabislas","Peternell","Engineer","1996-06-15","9999-01-01"
14931,"Heeju","Luef","Senior Engineer","1997-05-23","9999-01-01"
14948,"Arumugam","Lanzelotte","Senior Staff","2002-05-03","9999-01-01"
14948,"Arumugam","Lanzelotte","Staff","1997-05-03","2002-05-03"
14967,"Chenxi","Erbe","Engineer","1998-07-05","9999-01-01"
14973,"Fumitaka","Schaad","Staff","1995-12-01","9999-01-01"
14999,"Jianwen","Bergere","Senior Staff","2001-08-17","9999-01-01"
14999,"Jianwen","Bergere","Staff","1996-08-17","2001-08-17"
15004,"Muneo","Esteva","Engineer","1997-07-24","9999-01-01"
15007,"Visit","Sridhar","Staff","1998-08-22","9999-01-01"
15051,"Wanqing","Strooper","Engineer","1996-01-20","9999-01-01"
15095,"Ziya","Hofmeyr","Staff","1997-12-22","9999-01-01"
15103,"Eran","Rosiles","Engineer","1999-03-19","9999-01-01"
15110,"Martina","Dolinsky","Staff","1998-11-11","9999-01-01"
15125,"Heather","Brodal","Senior Staff","1995-11-20","9999-01-01"
15153,"Kazunori","Nilsson","Technique Leader","1996-02-10","9999-01-01"
15160,"Alagu","Iisaka","Senior Engineer","1995-06-20","9999-01-01"
15171,"Brigham","Acton","Senior Staff","2001-03-05","9999-01-01"
15171,"Brigham","Acton","Staff","1996-03-05","2001-03-05"
15183,"Vasiliy","Whitcomb","Senior Staff","2002-01-30","9999-01-01"
15183,"Vasiliy","Whitcomb","Staff","1996-01-31","2002-01-30"
15184,"Sachem","Sundgren","Staff","1998-10-18","9999-01-01"
15220,"Georgi","Panienski","Engineer","1995-07-23","2002-07-23"
15220,"Georgi","Panienski","Senior Engineer","2002-07-23","9999-01-01"
15261,"Katsuyuki","Lenart","Staff","1995-10-16","9999-01-01"
15264,"Christfried","Remmers","Senior Staff","2002-06-03","9999-01-01"
15264,"Christfried","Remmers","Staff","1995-06-03","2002-06-03"
15308,"Jackson","Schaft","Engineer","1998-09-12","9999-01-01"
15309,"Zijian","Kambil","Staff","1999-10-04","9999-01-01"
15313,"Martijn","Baig","Senior Staff","1995-03-06","9999-01-01"
15318,"Duri","Thorensen","Engineer","1995-03-13","9999-01-01"
15347,"Przemyslawa","Paciorek","Senior Staff","1997-03-25","9999-01-01"
15373,"Pascal","Stanger","Staff","1996-10-24","9999-01-01"
15374,"Jiang","Hiroyama","Senior Staff","1996-01-06","9999-01-01"
15390,"Jiakeng","Soicher","Engineer","1999-01-16","9999-01-01"
15395,"Monique","Jakobus","Senior Staff","1995-05-22","9999-01-01"
15414,"Ramalingam","Rosti","Technique Leader","1995-09-02","9999-01-01"
15434,"Tadahiro","Mahnke","Engineer","1995-09-03","2000-09-02"
15434,"Tadahiro","Mahnke","Senior Engineer","2000-09-02","9999-01-01"
15436,"Kwangsub","Negoita","Senior Staff","1999-01-27","9999-01-01"
15451,"Shounak","Seghrouchni","Senior Engineer","1996-05-03","9999-01-01"
15500,"Dinkar","Ushiama","Engineer","1997-10-29","9999-01-01"
15517,"Karsten","Bottner","Assistant Engineer","1997-03-21","9999-01-01"
15535,"Rimon","Miyakawa","Engineer","1997-05-26","9999-01-01"
15557,"Subhrajyoti","Krichel","Engineer","1998-01-23","9999-01-01"
15564,"Lorien","DiGiano","Senior Staff","1999-10-03","9999-01-01"
15567,"Weicheng","Narlikar","Senior Engineer","1998-09-02","9999-01-01"
15572,"Sven","Nannarelli","Staff","1998-03-08","9999-01-01"
15589,"Jaihie","Rehfuss","Engineer","1995-03-20","2000-03-19"
15589,"Jaihie","Rehfuss","Senior Engineer","2000-03-19","9999-01-01"
15593,"Jaihie","Gips","Staff","1996-09-01","9999-01-01"
15621,"Zeydy","Sewelson","Engineer","1996-02-05","9999-01-01"
15626,"Youpyo","McClure","Assistant Engineer","1997-12-17","9999-01-01"
15636,"Siddarth","Coorg","Staff","1998-03-05","9999-01-01"
15646,"Xuedong","Azuma","Senior Staff","2002-04-13","9999-01-01"
15646,"Xuedong","Azuma","Staff","1996-04-13","2002-04-13"
15650,"Pascal","Bail","Senior Engineer","1997-11-16","9999-01-01"
15667,"Isamu","Flasterstein","Staff","1996-04-11","9999-01-01"
15679,"Goo","Dulli","Staff","1997-05-07","9999-01-01"
15695,"Toshimo","Salvesen","Engineer","1998-02-15","9999-01-01"
15704,"Hisao","Lamba","Engineer","1996-07-29","9999-01-01"
15734,"Manibrata","Rajala","Engineer","1996-12-24","9999-01-01"
15737,"Hatsukazu","Morrow","Engineer","1999-06-07","9999-01-01"
15743,"Dante","Chiodo","Engineer","1998-06-22","9999-01-01"
15756,"Qiwen","Holburn","Staff","1998-03-31","9999-01-01"
15768,"Jacqueline","Peroz","Engineer","1999-04-06","9999-01-01"
15786,"Kyoichi","Spelt","Technique Leader","1998-09-16","9999-01-01"
15789,"Elgin","Veeraraghavan","Staff","2000-01-30","9999-01-01"
15837,"Margareta","Showalter","Senior Staff","1995-09-27","9999-01-01"
15844,"Christophe","Salvesen","Assistant Engineer","1997-08-13","9999-01-01"
15849,"Miyeon","Morrey","Engineer","1996-01-22","9999-01-01"
15875,"Anwar","Halevi","Senior Staff","2001-12-28","9999-01-01"
15875,"Anwar","Halevi","Staff","1995-12-29","2001-12-28"
15884,"Demin","Mahnke","Senior Staff","1996-10-17","9999-01-01"
15897,"Menkae","Perez","Senior Engineer","1996-01-07","9999-01-01"
15910,"Maren","Kornatzky","Staff","1996-11-29","9999-01-01"
15922,"Khue","Czap","Staff","1996-10-14","9999-01-01"
15936,"Boriana","Perz","Senior Staff","1996-09-01","9999-01-01"
15941,"Dekang","Nourani","Senior Engineer","1996-04-27","9999-01-01"
15949,"Urs","Itzfeldt","Engineer","1997-07-31","9999-01-01"
15963,"LiMin","Lunt","Senior Staff","1999-11-22","9999-01-01"
15967,"Ohad","Klyachko","Senior Staff","2002-05-04","9999-01-01"
15967,"Ohad","Klyachko","Staff","1997-05-04","2002-05-04"
15986,"Valdiodio","Neimat","Staff","1998-07-10","9999-01-01"
15997,"IEEE","Kruskal","Engineer","1997-10-04","9999-01-01"
16013,"Chanjung","Solares","Senior Staff","2002-04-01","9999-01-01"
16013,"Chanjung","Solares","Staff","1995-04-01","2002-04-01"
16053,"Jeong","Gniady","Technique Leader","1996-03-30","9999-01-01"
16056,"Guiseppe","Luke","Engineer","1998-01-10","9999-01-01"
16106,"Jacqueline","Sullins","Engineer","1995-06-02","9999-01-01"
16112,"Kwangho","Molenkamp","Senior Staff","2000-12-16","9999-01-01"
16112,"Kwangho","Molenkamp","Staff","1995-12-17","2000-12-16"
16114,"Randy","Albarhamtoshy","Senior Engineer","1998-04-25","9999-01-01"
16116,"Monique","Shokrollahi","Engineer","1999-05-08","9999-01-01"
16127,"Arvind","Marshall","Engineer","1999-05-19","9999-01-01"
16142,"Berry","Porenta","Senior Staff","1998-03-13","9999-01-01"
16145,"Ziva","Zallocco","Senior Staff","2002-01-17","9999-01-01"
16145,"Ziva","Zallocco","Staff","1995-01-17","2002-01-17"
16147,"Laurentiu","Brandsma","Senior Staff","1998-06-10","9999-01-01"
16156,"Fei","Kaminger","Staff","1999-08-25","9999-01-01"
16175,"Amabile","Baik","Staff","2000-01-26","9999-01-01"
16179,"Kiyotoshi","Miyakawa","Engineer","1996-07-23","2002-07-23"
16179,"Kiyotoshi","Miyakawa","Senior Engineer","2002-07-23","9999-01-01"
16197,"Sadun","Eldridge","Engineer","1997-11-24","9999-01-01"
16199,"Xudong","Ritcey","Senior Staff","2002-02-19","9999-01-01"
16199,"Xudong","Ritcey","Staff","1996-02-20","2002-02-19"
16218,"Lidong","Hambrick","Engineer","1999-05-16","9999-01-01"
16232,"Susumu","Cullers","Assistant Engineer","1996-04-01","9999-01-01"
16257,"Zhenhua","Masaki","Senior Staff","2002-01-09","9999-01-01"
16257,"Zhenhua","Masaki","Staff","1995-01-09","2002-01-09"
16259,"Lidong","Wolniewicz","Staff","1999-03-30","9999-01-01"
16262,"Tsuneo","Hatcliff","Senior Staff","1997-03-18","9999-01-01"
16289,"Muzhong","Rahimi","Staff","1995-06-23","9999-01-01"
16301,"Yurii","Molenkamp","Senior Engineer","2000-01-13","9999-01-01"
16325,"Billie","Picel","Technique Leader","1998-01-29","9999-01-01"
16333,"Kazunori","Flanders","Staff","1995-10-19","9999-01-01"
16347,"Vasilii","Yurov","Assistant Engineer","1996-04-26","2002-04-26"
16347,"Vasilii","Yurov","Engineer","2002-04-26","9999-01-01"
16367,"Shuji","Siksek","Staff","1999-04-23","9999-01-01"
16384,"Dmitry","Heuser","Senior Engineer","1996-12-27","9999-01-01"
16393,"Sandeepan","Rosca","Senior Staff","2002-07-18","9999-01-01"
16393,"Sandeepan","Rosca","Staff","1997-07-18","2002-07-18"
16405,"Demos","Worfolk","Engineer","1998-11-19","9999-01-01"
16416,"Ramzi","Kaltofen","Engineer","1995-12-29","2001-12-28"
16416,"Ramzi","Kaltofen","Senior Engineer","2001-12-28","9999-01-01"
16426,"Mabry","Dulli","Senior Engineer","1996-11-27","9999-01-01"
16429,"Mitsuyuki","Gulak","Engineer","1996-05-02","9999-01-01"
16449,"Tzu","Chiola","Engineer","1997-07-11","9999-01-01"
16482,"Dinkar","Pettit","Senior Staff","1996-11-04","9999-01-01"
16515,"Moss","Trelles","Senior Staff","1996-01-12","9999-01-01"
16535,"Bluma","Bhattacharjee","Engineer","1999-01-11","9999-01-01"
16548,"Ortrun","Baak","Engineer","1996-07-23","2001-07-23"
16548,"Ortrun","Baak","Senior Engineer","2001-07-23","9999-01-01"
16564,"Xiaopeng","Rusterholz","Staff","1999-01-21","9999-01-01"
16577,"Lidong","McFarlan","Senior Engineer","1999-07-23","9999-01-01"
16592,"Sugwoo","Brookner","Engineer","1997-07-01","9999-01-01"
16602,"Zorica","Hinsberger","Staff","1998-04-07","9999-01-01"
16613,"Dines","Oxenboll","Staff","1997-10-18","9999-01-01"
16623,"Stepehn","Boudaillier","Staff","1999-10-13","9999-01-01"
16628,"Sumali","Nollmann","Engineer","1997-09-23","9999-01-01"
16629,"Masaki","Papastamatiou","Technique Leader","2000-01-18","9999-01-01"
16645,"Jordanka","Babb","Staff","1999-05-01","9999-01-01"
16675,"Gritta","Samarati","Senior Engineer","1998-08-30","9999-01-01"
16678,"Gill","Lenart","Senior Engineer","1998-06-02","9999-01-01"
16692,"Maria","Perelgut","Engineer","1998-05-19","9999-01-01"
16695,"Chaosheng","Thiran","Staff","1998-09-22","9999-01-01"
16698,"Udaiprakash","Decleir","Engineer","1996-01-06","9999-01-01"
16747,"Taisook","Cyre","Engineer","1998-02-23","9999-01-01"
16752,"Xiaoqiu","Lorho","Engineer","1995-11-25","2000-11-24"
16752,"Xiaoqiu","Lorho","Senior Engineer","2000-11-24","9999-01-01"
16760,"Giap","Godskesen","Senior Staff","1999-12-18","9999-01-01"
16762,"Ronnie","Bresenham","Staff","1998-10-29","9999-01-01"
16765,"Reinhard","Begiun","Engineer","1996-05-03","9999-01-01"
16770,"Guiseppe","Gonthier","Engineer","1998-06-20","9999-01-01"
16788,"Hugh","Huttel","Staff","1999-09-25","9999-01-01"
16816,"Mabo","Basawa","Assistant Engineer","1998-06-20","9999-01-01"
16841,"Susanta","Garnham","Engineer","1998-09-25","9999-01-01"
16844,"Geoffry","Kitai","Senior Staff","2002-03-04","9999-01-01"
16844,"Geoffry","Kitai","Staff","1995-03-04","2002-03-04"
16848,"Sajjan","Schahn","Staff","1997-06-25","9999-01-01"
16854,"Vasilis","Lindqvist","Senior Staff","2000-07-26","9999-01-01"
16854,"Vasilis","Lindqvist","Staff","1995-07-27","2000-07-26"
16855,"Sashi","Berztiss","Staff","1998-08-24","9999-01-01"
16872,"Hyuncheol","Kilgore","Assistant Engineer","1996-06-19","2001-06-19"
16872,"Hyuncheol","Kilgore","Engineer","2001-06-19","9999-01-01"
16879,"Pranjal","Schnabel","Staff","1997-02-16","9999-01-01"
16882,"Tetsurou","Danecki","Staff","1999-07-24","9999-01-01"
16899,"JiYoung","Camarinopoulos","Staff","1996-10-26","9999-01-01"
16904,"Jiann","Pietrzykowski","Engineer","1998-02-14","9999-01-01"
16928,"Dayanand","Conte","Staff","1998-09-26","9999-01-01"
16931,"Shiv","Stroustrup","Senior Staff","2001-03-01","9999-01-01"
16931,"Shiv","Stroustrup","Staff","1995-03-02","2001-03-01"
16938,"Shmuel","Shigei","Engineer","1998-08-21","9999-01-01"
16940,"Oddvar","Speer","Senior Engineer","1996-09-25","9999-01-01"
16948,"Huai","Kamble","Engineer","1999-04-07","9999-01-01"
16960,"Paddy","Ratnaker","Senior Staff","1998-11-02","9999-01-01"
16981,"Gino","Fontan","Engineer","1998-11-14","9999-01-01"
17011,"Nagui","Granlund","Staff","1996-08-15","9999-01-01"
17032,"Jiakeng","Wallrath","Engineer","1997-12-16","9999-01-01"
17034,"Heng","Rehfuss","Engineer","1998-12-08","9999-01-01"
17036,"Stamatina","Morton","Engineer","1997-04-13","9999-01-01"
17053,"Rosli","Vakili","Engineer","1999-09-23","9999-01-01"
17073,"Gurbir","Dichev","Technique Leader","1996-05-08","9999-01-01"
17074,"Pramod","Pleszkun","Staff","1996-08-12","9999-01-01"
17077,"Hironoby","Quittner","Staff","1998-05-25","9999-01-01"
17100,"Gila","Luef","Engineer","1995-04-14","9999-01-01"
17110,"Jacopo","Oberman","Engineer","1997-03-21","9999-01-01"
17113,"Ymte","Fujisawa","Engineer","1996-08-14","2001-08-14"
17113,"Ymte","Fujisawa","Senior Engineer","2001-08-14","9999-01-01"
17116,"Denis","Mullainathan","Senior Engineer","1998-12-23","9999-01-01"
17141,"Ingmar","Kadhim","Senior Engineer","1996-03-03","9999-01-01"
17149,"Leen","Griswold","Senior Staff","2001-09-30","9999-01-01"
17149,"Leen","Griswold","Staff","1995-10-01","2001-09-30"
17168,"Danae","Baba","Engineer","1998-07-29","9999-01-01"
17187,"Ortrud","Middleton","Senior Engineer","1997-08-17","9999-01-01"
17189,"Vincent","Swiler","Staff","1999-07-25","9999-01-01"
17201,"Tzu","Flowers","Senior Staff","1995-12-11","9999-01-01"
17211,"Conrado","Conde","Engineer","1997-01-28","9999-01-01"
17231,"Wilmer","Yurek","Senior Engineer","1998-07-25","9999-01-01"
17239,"Nectarios","Panangaden","Senior Staff","1995-10-12","9999-01-01"
17255,"Guozhong","Krybus","Staff","1997-04-16","9999-01-01"
17276,"Sorina","Range","Staff","1995-07-19","9999-01-01"
17278,"Kokou","Kalsbeek","Staff","1997-09-13","9999-01-01"
17284,"Gita","Willoner","Senior Staff","1995-01-30","9999-01-01"
17287,"Ute","Lindqvist","Engineer","1998-05-06","9999-01-01"
17301,"Kagan","Encarnacion","Engineer","1996-10-13","2001-10-13"
17301,"Kagan","Encarnacion","Senior Engineer","2001-10-13","9999-01-01"
17305,"Danai","Czaja","Staff","1998-07-18","9999-01-01"
17310,"Florian","Stemann","Senior Engineer","1996-09-26","9999-01-01"
17316,"Krassimir","Zolotykh","Engineer","1997-01-21","9999-01-01"
